"Table for Pakuranga Time Range: 01/07/2017 00:00 to 01/08/2017 00:00"
"Source",,,"AC Pakuranga WDR_RAW 10min average","AC Pakuranga WDR_RAW 1h average",,"AC Pakuranga WSP_RAW 10min average","AC Pakuranga WSP_RAW 1h average"
"Date","Time","AC Pakuranga WDR_RAW 10min average [°]","AC Pakuranga WDR_RAW 1h average [°]","AC Pakuranga WDR_RAW 24h average [°]","AC Pakuranga WSP_RAW 10min average [m/s]","AC Pakuranga WSP_RAW 1h average [m/s]","AC Pakuranga WSP_RAW 24h average [m/s]"
01/07/2017,00:10,33,,,1.0,,
01/07/2017,00:20,39,,,0.8,,
01/07/2017,00:30,35,,,0.8,,
01/07/2017,00:40,35,,,0.7,,
01/07/2017,00:50,38,,,0.8,,
01/07/2017,01:00,35,36,,0.9,0.8,
01/07/2017,01:10,38,,,1.1,,
01/07/2017,01:20,37,,,1.0,,
01/07/2017,01:30,39,,,0.9,,
01/07/2017,01:40,43,,,0.7,,
01/07/2017,01:50,42,,,0.8,,
01/07/2017,02:00,41,40,,0.7,0.9,
01/07/2017,02:10,44,,,0.8,,
01/07/2017,02:20,39,,,1.0,,
01/07/2017,02:30,39,,,1.1,,
01/07/2017,02:40,41,,,1.0,,
01/07/2017,02:50,29,,,1.2,,
01/07/2017,03:00,30,37,,1.2,1.0,
01/07/2017,03:10,30,,,1.2,,
01/07/2017,03:20,25,,,1.5,,
01/07/2017,03:30,26,,,0.9,,
01/07/2017,03:40,24,,,1.2,,
01/07/2017,03:50,20,,,1.1,,
01/07/2017,04:00,24,25,,1.3,1.2,
01/07/2017,04:10,54,,,1.2,,
01/07/2017,04:20,78,,,1.6,,
01/07/2017,04:30,119,,,1.9,,
01/07/2017,04:40,113,,,2.1,,
01/07/2017,04:50,109,,,2.1,,
01/07/2017,05:00,127,100,,2.0,1.8,
01/07/2017,05:10,108,,,2.1,,
01/07/2017,05:20,119,,,1.6,,
01/07/2017,05:30,33,,,1.0,,
01/07/2017,05:40,38,,,1.3,,
01/07/2017,05:50,22,,,1.0,,
01/07/2017,06:00,37,59,,1.2,1.4,
01/07/2017,06:10,39,,,1.4,,
01/07/2017,06:20,33,,,1.5,,
01/07/2017,06:30,29,,,1.1,,
01/07/2017,06:40,32,,,1.5,,
01/07/2017,06:50,39,,,1.2,,
01/07/2017,07:00,31,34,,1.5,1.4,
01/07/2017,07:10,32,,,1.6,,
01/07/2017,07:20,42,,,1.6,,
01/07/2017,07:30,36,,,1.2,,
01/07/2017,07:40,42,,,1.3,,
01/07/2017,07:50,36,,,1.5,,
01/07/2017,08:00,30,36,,1.5,1.4,
01/07/2017,08:10,25,,,1.8,,
01/07/2017,08:20,29,,,1.5,,
01/07/2017,08:30,25,,,1.3,,
01/07/2017,08:40,38,,,1.4,,
01/07/2017,08:50,32,,,1.4,,
01/07/2017,09:00,36,31,,1.5,1.5,
01/07/2017,09:10,35,,,1.5,,
01/07/2017,09:20,37,,,1.3,,
01/07/2017,09:30,38,,,1.7,,
01/07/2017,09:40,33,,,1.5,,
01/07/2017,09:50,40,,,1.3,,
01/07/2017,10:00,31,36,,1.4,1.5,
01/07/2017,10:10,39,,,1.6,,
01/07/2017,10:20,35,,,1.4,,
01/07/2017,10:30,33,,,1.1,,
01/07/2017,10:40,35,,,1.5,,
01/07/2017,10:50,37,,,1.4,,
01/07/2017,11:00,28,34,,1.4,1.4,
01/07/2017,11:10,31,,,1.7,,
01/07/2017,11:20,22,,,1.4,,
01/07/2017,11:30,25,,,1.7,,
01/07/2017,11:40,30,,,2.0,,
01/07/2017,11:50,28,,,1.5,,
01/07/2017,12:00,32,28,,2.1,1.7,
01/07/2017,12:10,37,,,1.3,,
01/07/2017,12:20,31,,,1.8,,
01/07/2017,12:30,33,,,1.7,,
01/07/2017,12:40,32,,,1.8,,
01/07/2017,12:50,28,,,1.8,,
01/07/2017,13:00,31,32,,1.4,1.6,
01/07/2017,13:10,36,,,1.5,,
01/07/2017,13:20,36,,,1.8,,
01/07/2017,13:30,34,,,1.9,,
01/07/2017,13:40,33,,,2.2,,
01/07/2017,13:50,30,,,1.8,,
01/07/2017,14:00,33,34,,1.9,1.8,
01/07/2017,14:10,33,,,1.4,,
01/07/2017,14:20,40,,,2.0,,
01/07/2017,14:30,37,,,1.7,,
01/07/2017,14:40,29,,,1.4,,
01/07/2017,14:50,33,,,1.8,,
01/07/2017,15:00,33,34,,1.8,1.7,
01/07/2017,15:10,30,,,1.4,,
01/07/2017,15:20,31,,,1.4,,
01/07/2017,15:30,36,,,2.1,,
01/07/2017,15:40,34,,,1.4,,
01/07/2017,15:50,31,,,1.8,,
01/07/2017,16:00,34,33,,1.6,1.6,
01/07/2017,16:10,30,,,2.0,,
01/07/2017,16:20,36,,,1.5,,
01/07/2017,16:30,32,,,1.5,,
01/07/2017,16:40,34,,,1.8,,
01/07/2017,16:50,34,,,2.1,,
01/07/2017,17:00,33,33,,1.6,1.8,
01/07/2017,17:10,34,,,2.0,,
01/07/2017,17:20,33,,,1.6,,
01/07/2017,17:30,32,,,1.7,,
01/07/2017,17:40,32,,,1.8,,
01/07/2017,17:50,38,,,1.6,,
01/07/2017,18:00,35,34,,1.6,1.7,
01/07/2017,18:10,34,,,1.2,,
01/07/2017,18:20,30,,,1.7,,
01/07/2017,18:30,41,,,1.3,,
01/07/2017,18:40,36,,,1.7,,
01/07/2017,18:50,34,,,2.1,,
01/07/2017,19:00,33,35,,2.0,1.7,
01/07/2017,19:10,29,,,1.6,,
01/07/2017,19:20,35,,,1.3,,
01/07/2017,19:30,28,,,1.7,,
01/07/2017,19:40,24,,,1.6,,
01/07/2017,19:50,28,,,1.6,,
01/07/2017,20:00,23,27,,1.7,1.6,
01/07/2017,20:10,32,,,1.2,,
01/07/2017,20:20,16,,,1.5,,
01/07/2017,20:30,29,,,1.8,,
01/07/2017,20:40,31,,,1.8,,
01/07/2017,20:50,26,,,1.3,,
01/07/2017,21:00,,,,,,
01/07/2017,21:10,,,,,,
01/07/2017,21:20,,,,,,
01/07/2017,21:30,,,,,,
01/07/2017,21:40,,,,,,
01/07/2017,21:50,,,,,,
01/07/2017,22:00,,,,,,
01/07/2017,22:10,,,,,,
01/07/2017,22:20,,,,,,
01/07/2017,22:30,,,,,,
01/07/2017,22:40,,,,,,
01/07/2017,22:50,,,,,,
01/07/2017,23:00,,,,,,
01/07/2017,23:10,,,,,,
01/07/2017,23:20,,,,,,
01/07/2017,23:30,,,,,,
01/07/2017,23:40,,,,,,
01/07/2017,23:50,,,,,,
01/07/2017,24:00,101,,38,1.0,,1.5
02/07/2017,00:10,90,,,0.5,,
02/07/2017,00:20,53,,,0.9,,
02/07/2017,00:30,3,,,0.6,,
02/07/2017,00:40,58,,,0.4,,
02/07/2017,00:50,34,,,0.7,,
02/07/2017,01:00,42,47,,0.9,0.7,
02/07/2017,01:10,73,,,0.8,,
02/07/2017,01:20,327,,,0.3,,
02/07/2017,01:30,19,,,0.6,,
02/07/2017,01:40,35,,,0.7,,
02/07/2017,01:50,30,,,0.6,,
02/07/2017,02:00,32,86,,0.7,0.6,
02/07/2017,02:10,33,,,1.0,,
02/07/2017,02:20,41,,,0.9,,
02/07/2017,02:30,45,,,0.6,,
02/07/2017,02:40,48,,,0.6,,
02/07/2017,02:50,52,,,0.6,,
02/07/2017,03:00,20,40,,0.4,0.7,
02/07/2017,03:10,23,,,0.4,,
02/07/2017,03:20,11,,,0.1,,
02/07/2017,03:30,82,,,0.2,,
02/07/2017,03:40,21,,,0.2,,
02/07/2017,03:50,296,,,0.2,,
02/07/2017,04:00,135,95,,0.2,0.2,
02/07/2017,04:10,219,,,0.2,,
02/07/2017,04:20,12,,,0.6,,
02/07/2017,04:30,39,,,0.7,,
02/07/2017,04:40,325,,,1.4,,
02/07/2017,04:50,336,,,0.7,,
02/07/2017,05:00,19,158,,0.6,0.7,
02/07/2017,05:10,12,,,0.3,,
02/07/2017,05:20,1,,,0.2,,
02/07/2017,05:30,237,,,0.2,,
02/07/2017,05:40,152,,,0.1,,
02/07/2017,05:50,258,,,0.1,,
02/07/2017,06:00,5,111,,0.1,0.1,
02/07/2017,06:10,102,,,0.0,,
02/07/2017,06:20,171,,,0.1,,
02/07/2017,06:30,331,,,0.2,,
02/07/2017,06:40,350,,,0.4,,
02/07/2017,06:50,332,,,0.9,,
02/07/2017,07:00,6,215,,0.4,0.3,
02/07/2017,07:10,35,,,0.3,,
02/07/2017,07:20,318,,,0.3,,
02/07/2017,07:30,359,,,1.1,,
02/07/2017,07:40,343,,,1.3,,
02/07/2017,07:50,357,,,1.5,,
02/07/2017,08:00,332,291,,2.1,1.1,
02/07/2017,08:10,52,,,0.8,,
02/07/2017,08:20,19,,,0.7,,
02/07/2017,08:30,313,,,0.3,,
02/07/2017,08:40,321,,,0.1,,
02/07/2017,08:50,12,,,0.3,,
02/07/2017,09:00,334,175,,0.3,0.4,
02/07/2017,09:10,343,,,0.3,,
02/07/2017,09:20,5,,,0.3,,
02/07/2017,09:30,12,,,0.5,,
02/07/2017,09:40,25,,,0.8,,
02/07/2017,09:50,36,,,0.7,,
02/07/2017,10:00,50,78,,0.7,0.6,
02/07/2017,10:10,33,,,1.0,,
02/07/2017,10:20,38,,,0.9,,
02/07/2017,10:30,26,,,0.8,,
02/07/2017,10:40,14,,,0.6,,
02/07/2017,10:50,14,,,1.1,,
02/07/2017,11:00,19,24,,0.9,0.9,
02/07/2017,11:10,33,,,1.0,,
02/07/2017,11:20,33,,,0.8,,
02/07/2017,11:30,37,,,0.9,,
02/07/2017,11:40,25,,,0.8,,
02/07/2017,11:50,23,,,0.8,,
02/07/2017,12:00,17,28,,1.2,0.9,
02/07/2017,12:10,31,,,1.1,,
02/07/2017,12:20,38,,,0.7,,
02/07/2017,12:30,44,,,0.8,,
02/07/2017,12:40,38,,,0.8,,
02/07/2017,12:50,31,,,0.7,,
02/07/2017,13:00,34,36,,0.6,0.8,
02/07/2017,13:10,41,,,0.3,,
02/07/2017,13:20,55,,,0.4,,
02/07/2017,13:30,53,,,0.4,,
02/07/2017,13:40,61,,,0.7,,
02/07/2017,13:50,82,,,0.8,,
02/07/2017,14:00,76,61,,0.5,0.5,
02/07/2017,14:10,54,,,0.7,,
02/07/2017,14:20,48,,,0.4,,
02/07/2017,14:30,61,,,0.6,,
02/07/2017,14:40,67,,,0.6,,
02/07/2017,14:50,60,,,0.7,,
02/07/2017,15:00,83,62,,1.0,0.7,
02/07/2017,15:10,88,,,1.3,,
02/07/2017,15:20,79,,,0.7,,
02/07/2017,15:30,92,,,1.1,,
02/07/2017,15:40,95,,,1.5,,
02/07/2017,15:50,82,,,1.0,,
02/07/2017,16:00,79,86,,0.7,1.1,
02/07/2017,16:10,77,,,0.9,,
02/07/2017,16:20,45,,,0.6,,
02/07/2017,16:30,46,,,0.4,,
02/07/2017,16:40,7,,,0.2,,
02/07/2017,16:50,35,,,0.2,,
02/07/2017,17:00,40,42,,0.2,0.4,
02/07/2017,17:10,43,,,0.3,,
02/07/2017,17:20,43,,,0.3,,
02/07/2017,17:30,21,,,0.1,,
02/07/2017,17:40,358,,,0.3,,
02/07/2017,17:50,1,,,0.6,,
02/07/2017,18:00,355,137,,0.2,0.3,
02/07/2017,18:10,250,,,0.3,,
02/07/2017,18:20,320,,,0.1,,
02/07/2017,18:30,274,,,1.1,,
02/07/2017,18:40,309,,,1.2,,
02/07/2017,18:50,285,,,0.7,,
02/07/2017,19:00,263,284,,1.0,0.7,
02/07/2017,19:10,233,,,0.6,,
02/07/2017,19:20,284,,,0.4,,
02/07/2017,19:30,313,,,2.8,,
02/07/2017,19:40,287,,,0.5,,
02/07/2017,19:50,207,,,0.5,,
02/07/2017,20:00,198,254,,0.5,0.9,
02/07/2017,20:10,191,,,0.4,,
02/07/2017,20:20,183,,,0.5,,
02/07/2017,20:30,172,,,0.4,,
02/07/2017,20:40,207,,,0.4,,
02/07/2017,20:50,204,,,0.3,,
02/07/2017,21:00,,,,,,
02/07/2017,21:10,,,,,,
02/07/2017,21:20,,,,,,
02/07/2017,21:30,,,,,,
02/07/2017,21:40,,,,,,
02/07/2017,21:50,,,,,,
02/07/2017,22:00,,,,,,
02/07/2017,22:10,,,,,,
02/07/2017,22:20,,,,,,
02/07/2017,22:30,,,,,,
02/07/2017,22:40,,,,,,
02/07/2017,22:50,,,,,,
02/07/2017,23:00,,,,,,
02/07/2017,23:10,,,,,,
02/07/2017,23:20,,,,,,
02/07/2017,23:30,,,,,,
02/07/2017,23:40,,,,,,
02/07/2017,23:50,,,,,,
02/07/2017,24:00,7,,115,0.6,,0.6
03/07/2017,00:10,10,,,0.4,,
03/07/2017,00:20,2,,,0.4,,
03/07/2017,00:30,14,,,0.6,,
03/07/2017,00:40,15,,,0.4,,
03/07/2017,00:50,360,,,0.3,,
03/07/2017,01:00,47,75,,0.3,0.4,
03/07/2017,01:10,16,,,0.2,,
03/07/2017,01:20,348,,,0.2,,
03/07/2017,01:30,348,,,0.4,,
03/07/2017,01:40,6,,,0.5,,
03/07/2017,01:50,1,,,0.5,,
03/07/2017,02:00,17,123,,0.5,0.4,
03/07/2017,02:10,24,,,0.2,,
03/07/2017,02:20,27,,,0.4,,
03/07/2017,02:30,56,,,0.1,,
03/07/2017,02:40,86,,,0.0,,
03/07/2017,02:50,63,,,0.1,,
03/07/2017,03:00,6,44,,0.3,0.2,
03/07/2017,03:10,14,,,0.6,,
03/07/2017,03:20,14,,,0.5,,
03/07/2017,03:30,21,,,0.4,,
03/07/2017,03:40,28,,,0.4,,
03/07/2017,03:50,18,,,0.3,,
03/07/2017,04:00,20,19,,0.2,0.4,
03/07/2017,04:10,18,,,0.3,,
03/07/2017,04:20,350,,,0.4,,
03/07/2017,04:30,2,,,0.4,,
03/07/2017,04:40,13,,,0.6,,
03/07/2017,04:50,18,,,0.4,,
03/07/2017,05:00,22,71,,0.6,0.4,
03/07/2017,05:10,6,,,0.8,,
03/07/2017,05:20,10,,,0.6,,
03/07/2017,05:30,6,,,0.6,,
03/07/2017,05:40,12,,,0.5,,
03/07/2017,05:50,10,,,0.4,,
03/07/2017,06:00,13,10,,0.5,0.6,
03/07/2017,06:10,12,,,0.5,,
03/07/2017,06:20,0,,,0.2,,
03/07/2017,06:30,359,,,0.6,,
03/07/2017,06:40,1,,,0.9,,
03/07/2017,06:50,13,,,0.8,,
03/07/2017,07:00,8,65,,0.9,0.6,
03/07/2017,07:10,2,,,1.3,,
03/07/2017,07:20,3,,,1.3,,
03/07/2017,07:30,355,,,1.7,,
03/07/2017,07:40,359,,,1.6,,
03/07/2017,07:50,353,,,1.5,,
03/07/2017,08:00,6,179,,1.1,1.4,
03/07/2017,08:10,359,,,1.0,,
03/07/2017,08:20,354,,,1.1,,
03/07/2017,08:30,353,,,0.9,,
03/07/2017,08:40,346,,,1.1,,
03/07/2017,08:50,355,,,1.5,,
03/07/2017,09:00,358,354,,0.9,1.1,
03/07/2017,09:10,170,,,0.5,,
03/07/2017,09:20,357,,,0.7,,
03/07/2017,09:30,18,,,0.7,,
03/07/2017,09:40,15,,,1.7,,
03/07/2017,09:50,20,,,2.1,,
03/07/2017,10:00,357,156,,1.7,1.2,
03/07/2017,10:10,355,,,2.4,,
03/07/2017,10:20,350,,,2.3,,
03/07/2017,10:30,340,,,1.8,,
03/07/2017,10:40,339,,,1.6,,
03/07/2017,10:50,345,,,1.3,,
03/07/2017,11:00,351,347,,1.4,1.8,
03/07/2017,11:10,339,,,1.5,,
03/07/2017,11:20,338,,,2.5,,
03/07/2017,11:30,345,,,1.9,,
03/07/2017,11:40,342,,,2.3,,
03/07/2017,11:50,339,,,1.9,,
03/07/2017,12:00,344,341,,1.8,2.0,
03/07/2017,12:10,331,,,1.2,,
03/07/2017,12:20,341,,,1.2,,
03/07/2017,12:30,354,,,1.1,,
03/07/2017,12:40,355,,,1.2,,
03/07/2017,12:50,349,,,1.1,,
03/07/2017,13:00,0,288,,1.0,1.1,
03/07/2017,13:10,0,,,1.2,,
03/07/2017,13:20,343,,,1.6,,
03/07/2017,13:30,351,,,1.6,,
03/07/2017,13:40,347,,,1.5,,
03/07/2017,13:50,358,,,1.2,,
03/07/2017,14:00,353,292,,1.2,1.4,
03/07/2017,14:10,346,,,1.0,,
03/07/2017,14:20,355,,,0.7,,
03/07/2017,14:30,356,,,0.6,,
03/07/2017,14:40,,,,,,
03/07/2017,14:50,348,,,1.3,,
03/07/2017,15:00,353,352,,1.1,0.9,
03/07/2017,15:10,359,,,1.0,,
03/07/2017,15:20,19,,,0.7,,
03/07/2017,15:30,359,,,0.9,,
03/07/2017,15:40,8,,,0.6,,
03/07/2017,15:50,17,,,0.5,,
03/07/2017,16:00,1,127,,0.4,0.7,
03/07/2017,16:10,4,,,0.5,,
03/07/2017,16:20,359,,,0.6,,
03/07/2017,16:30,0,,,0.3,,
03/07/2017,16:40,2,,,0.3,,
03/07/2017,16:50,283,,,0.1,,
03/07/2017,17:00,230,146,,0.5,0.4,
03/07/2017,17:10,208,,,0.6,,
03/07/2017,17:20,214,,,0.6,,
03/07/2017,17:30,223,,,1.0,,
03/07/2017,17:40,217,,,1.1,,
03/07/2017,17:50,223,,,1.1,,
03/07/2017,18:00,223,218,,1.2,0.9,
03/07/2017,18:10,225,,,1.5,,
03/07/2017,18:20,224,,,1.6,,
03/07/2017,18:30,226,,,1.5,,
03/07/2017,18:40,217,,,1.2,,
03/07/2017,18:50,211,,,0.9,,
03/07/2017,19:00,220,220,,1.0,1.3,
03/07/2017,19:10,225,,,1.2,,
03/07/2017,19:20,232,,,0.7,,
03/07/2017,19:30,228,,,0.8,,
03/07/2017,19:40,221,,,1.0,,
03/07/2017,19:50,215,,,0.9,,
03/07/2017,20:00,216,223,,1.0,0.9,
03/07/2017,20:10,207,,,0.7,,
03/07/2017,20:20,225,,,1.0,,
03/07/2017,20:30,223,,,1.1,,
03/07/2017,20:40,226,,,1.0,,
03/07/2017,20:50,223,,,0.7,,
03/07/2017,21:00,,,,,,
03/07/2017,21:10,,,,,,
03/07/2017,21:20,,,,,,
03/07/2017,21:30,,,,,,
03/07/2017,21:40,,,,,,
03/07/2017,21:50,,,,,,
03/07/2017,22:00,,,,,,
03/07/2017,22:10,,,,,,
03/07/2017,22:20,,,,,,
03/07/2017,22:30,,,,,,
03/07/2017,22:40,,,,,,
03/07/2017,22:50,,,,,,
03/07/2017,23:00,,,,,,
03/07/2017,23:10,,,,,,
03/07/2017,23:20,,,,,,
03/07/2017,23:30,,,,,,
03/07/2017,23:40,,,,,,
03/07/2017,23:50,,,,,,
03/07/2017,24:00,46,,183,0.3,,0.9
04/07/2017,00:10,350,,,0.1,,
04/07/2017,00:20,284,,,0.2,,
04/07/2017,00:30,46,,,0.1,,
04/07/2017,00:40,357,,,0.2,,
04/07/2017,00:50,332,,,0.2,,
04/07/2017,01:00,16,231,,0.2,0.2,
04/07/2017,01:10,74,,,0.1,,
04/07/2017,01:20,109,,,0.2,,
04/07/2017,01:30,337,,,0.1,,
04/07/2017,01:40,123,,,0.1,,
04/07/2017,01:50,209,,,0.2,,
04/07/2017,02:00,186,173,,0.1,0.1,
04/07/2017,02:10,257,,,0.3,,
04/07/2017,02:20,8,,,0.1,,
04/07/2017,02:30,323,,,0.1,,
04/07/2017,02:40,57,,,0.1,,
04/07/2017,02:50,78,,,0.2,,
04/07/2017,03:00,185,151,,0.1,0.1,
04/07/2017,03:10,205,,,0.1,,
04/07/2017,03:20,278,,,0.1,,
04/07/2017,03:30,16,,,0.2,,
04/07/2017,03:40,11,,,0.1,,
04/07/2017,03:50,49,,,0.1,,
04/07/2017,04:00,190,125,,0.2,0.1,
04/07/2017,04:10,163,,,0.1,,
04/07/2017,04:20,298,,,0.0,,
04/07/2017,04:30,3,,,0.0,,
04/07/2017,04:40,297,,,0.2,,
04/07/2017,04:50,35,,,0.1,,
04/07/2017,05:00,351,191,,0.2,0.1,
04/07/2017,05:10,92,,,0.2,,
04/07/2017,05:20,332,,,0.2,,
04/07/2017,05:30,65,,,0.3,,
04/07/2017,05:40,330,,,0.3,,
04/07/2017,05:50,126,,,0.0,,
04/07/2017,06:00,110,176,,0.3,0.2,
04/07/2017,06:10,100,,,0.3,,
04/07/2017,06:20,119,,,0.4,,
04/07/2017,06:30,132,,,0.1,,
04/07/2017,06:40,90,,,0.3,,
04/07/2017,06:50,96,,,0.8,,
04/07/2017,07:00,51,98,,0.5,0.4,
04/07/2017,07:10,92,,,1.1,,
04/07/2017,07:20,93,,,0.8,,
04/07/2017,07:30,99,,,1.0,,
04/07/2017,07:40,105,,,0.6,,
04/07/2017,07:50,92,,,1.3,,
04/07/2017,08:00,100,97,,0.6,0.9,
04/07/2017,08:10,70,,,0.1,,
04/07/2017,08:20,77,,,0.2,,
04/07/2017,08:30,42,,,0.1,,
04/07/2017,08:40,111,,,0.1,,
04/07/2017,08:50,231,,,0.4,,
04/07/2017,09:00,16,91,,0.9,0.3,
04/07/2017,09:10,188,,,0.4,,
04/07/2017,09:20,144,,,0.8,,
04/07/2017,09:30,180,,,0.6,,
04/07/2017,09:40,220,,,1.0,,
04/07/2017,09:50,223,,,1.2,,
04/07/2017,10:00,211,194,,1.0,0.8,
04/07/2017,10:10,221,,,1.1,,
04/07/2017,10:20,219,,,1.3,,
04/07/2017,10:30,235,,,1.5,,
04/07/2017,10:40,236,,,1.4,,
04/07/2017,10:50,232,,,1.5,,
04/07/2017,11:00,225,228,,2.0,1.5,
04/07/2017,11:10,229,,,2.2,,
04/07/2017,11:20,222,,,1.9,,
04/07/2017,11:30,227,,,2.6,,
04/07/2017,11:40,222,,,2.5,,
04/07/2017,11:50,223,,,3.5,,
04/07/2017,12:00,225,225,,3.6,2.7,
04/07/2017,12:10,225,,,3.5,,
04/07/2017,12:20,228,,,2.3,,
04/07/2017,12:30,225,,,3.4,,
04/07/2017,12:40,228,,,3.0,,
04/07/2017,12:50,231,,,3.2,,
04/07/2017,13:00,234,228,,2.8,3.0,
04/07/2017,13:10,224,,,3.1,,
04/07/2017,13:20,231,,,2.6,,
04/07/2017,13:30,225,,,3.6,,
04/07/2017,13:40,226,,,3.4,,
04/07/2017,13:50,226,,,3.3,,
04/07/2017,14:00,225,226,,3.6,3.2,
04/07/2017,14:10,221,,,3.4,,
04/07/2017,14:20,222,,,3.5,,
04/07/2017,14:30,226,,,3.5,,
04/07/2017,14:40,224,,,2.9,,
04/07/2017,14:50,232,,,2.9,,
04/07/2017,15:00,231,226,,2.9,3.2,
04/07/2017,15:10,236,,,2.9,,
04/07/2017,15:20,236,,,2.5,,
04/07/2017,15:30,235,,,2.7,,
04/07/2017,15:40,237,,,2.5,,
04/07/2017,15:50,234,,,2.7,,
04/07/2017,16:00,239,236,,2.0,2.5,
04/07/2017,16:10,254,,,1.9,,
04/07/2017,16:20,247,,,1.8,,
04/07/2017,16:30,249,,,1.8,,
04/07/2017,16:40,244,,,2.0,,
04/07/2017,16:50,248,,,1.7,,
04/07/2017,17:00,253,249,,1.6,1.8,
04/07/2017,17:10,259,,,1.5,,
04/07/2017,17:20,256,,,1.2,,
04/07/2017,17:30,258,,,1.2,,
04/07/2017,17:40,259,,,0.9,,
04/07/2017,17:50,267,,,0.8,,
04/07/2017,18:00,258,260,,0.6,1.0,
04/07/2017,18:10,259,,,0.7,,
04/07/2017,18:20,279,,,0.6,,
04/07/2017,18:30,294,,,0.7,,
04/07/2017,18:40,295,,,0.5,,
04/07/2017,18:50,313,,,0.3,,
04/07/2017,19:00,337,296,,0.4,0.6,
04/07/2017,19:10,316,,,0.5,,
04/07/2017,19:20,283,,,0.6,,
04/07/2017,19:30,274,,,0.5,,
04/07/2017,19:40,286,,,0.7,,
04/07/2017,19:50,310,,,0.5,,
04/07/2017,20:00,319,298,,0.6,0.6,
04/07/2017,20:10,331,,,0.4,,
04/07/2017,20:20,15,,,0.3,,
04/07/2017,20:30,13,,,0.3,,
04/07/2017,20:40,15,,,0.3,,
04/07/2017,20:50,314,,,0.1,,
04/07/2017,21:00,,,,,,
04/07/2017,21:10,,,,,,
04/07/2017,21:20,,,,,,
04/07/2017,21:30,,,,,,
04/07/2017,21:40,,,,,,
04/07/2017,21:50,,,,,,
04/07/2017,22:00,,,,,,
04/07/2017,22:10,,,,,,
04/07/2017,22:20,,,,,,
04/07/2017,22:30,,,,,,
04/07/2017,22:40,,,,,,
04/07/2017,22:50,,,,,,
04/07/2017,23:00,,,,,,
04/07/2017,23:10,,,,,,
04/07/2017,23:20,,,,,,
04/07/2017,23:30,,,,,,
04/07/2017,23:40,,,,,,
04/07/2017,23:50,,,,,,
04/07/2017,24:00,250,,200,0.2,,1.2
05/07/2017,00:10,191,,,0.5,,
05/07/2017,00:20,192,,,0.3,,
05/07/2017,00:30,22,,,0.2,,
05/07/2017,00:40,40,,,0.2,,
05/07/2017,00:50,191,,,0.1,,
05/07/2017,01:00,328,161,,0.1,0.2,
05/07/2017,01:10,286,,,0.9,,
05/07/2017,01:20,277,,,0.9,,
05/07/2017,01:30,353,,,0.2,,
05/07/2017,01:40,21,,,0.3,,
05/07/2017,01:50,37,,,0.1,,
05/07/2017,02:00,327,217,,0.3,0.4,
05/07/2017,02:10,246,,,0.1,,
05/07/2017,02:20,42,,,0.1,,
05/07/2017,02:30,202,,,0.2,,
05/07/2017,02:40,39,,,0.1,,
05/07/2017,02:50,314,,,0.2,,
05/07/2017,03:00,50,149,,0.2,0.1,
05/07/2017,03:10,290,,,0.3,,
05/07/2017,03:20,38,,,0.1,,
05/07/2017,03:30,64,,,0.1,,
05/07/2017,03:40,20,,,0.1,,
05/07/2017,03:50,203,,,0.2,,
05/07/2017,04:00,11,105,,0.2,0.1,
05/07/2017,04:10,351,,,0.2,,
05/07/2017,04:20,19,,,0.2,,
05/07/2017,04:30,260,,,0.1,,
05/07/2017,04:40,158,,,0.2,,
05/07/2017,04:50,113,,,0.1,,
05/07/2017,05:00,221,187,,0.1,0.1,
05/07/2017,05:10,200,,,0.3,,
05/07/2017,05:20,116,,,0.2,,
05/07/2017,05:30,31,,,0.1,,
05/07/2017,05:40,349,,,0.1,,
05/07/2017,05:50,247,,,0.1,,
05/07/2017,06:00,106,175,,0.1,0.1,
05/07/2017,06:10,7,,,0.2,,
05/07/2017,06:20,308,,,0.2,,
05/07/2017,06:30,25,,,0.3,,
05/07/2017,06:40,24,,,0.2,,
05/07/2017,06:50,270,,,0.2,,
05/07/2017,07:00,170,134,,0.2,0.2,
05/07/2017,07:10,5,,,0.3,,
05/07/2017,07:20,16,,,0.3,,
05/07/2017,07:30,30,,,0.4,,
05/07/2017,07:40,31,,,0.3,,
05/07/2017,07:50,350,,,0.0,,
05/07/2017,08:00,175,101,,0.2,0.2,
05/07/2017,08:10,186,,,0.5,,
05/07/2017,08:20,182,,,0.7,,
05/07/2017,08:30,187,,,0.6,,
05/07/2017,08:40,112,,,0.2,,
05/07/2017,08:50,195,,,0.4,,
05/07/2017,09:00,174,173,,0.4,0.5,
05/07/2017,09:10,96,,,0.3,,
05/07/2017,09:20,111,,,0.5,,
05/07/2017,09:30,89,,,0.3,,
05/07/2017,09:40,54,,,0.3,,
05/07/2017,09:50,317,,,0.2,,
05/07/2017,10:00,287,159,,0.1,0.3,
05/07/2017,10:10,125,,,0.5,,
05/07/2017,10:20,118,,,0.2,,
05/07/2017,10:30,325,,,0.2,,
05/07/2017,10:40,33,,,0.4,,
05/07/2017,10:50,359,,,0.4,,
05/07/2017,11:00,37,166,,0.3,0.3,
05/07/2017,11:10,36,,,0.2,,
05/07/2017,11:20,41,,,0.4,,
05/07/2017,11:30,27,,,0.7,,
05/07/2017,11:40,14,,,0.9,,
05/07/2017,11:50,349,,,1.3,,
05/07/2017,12:00,344,135,,1.5,0.8,
