"Table for Takapuna Time Range: 01/08/2012 00:00 to 01/09/2012 00:00"
"Source",,,"AC Takapuna WDR 10min average",,"AC Takapuna WDR_RAW 10min average","AC Takapuna WDR_RAW 1h average",,"AC Takapuna WSP 10min average","AC Takapuna WSP 1h average",,"AC Takapuna WSP_RAW 10min average","AC Takapuna WSP_RAW 1h average"
"Date","Time","AC Takapuna WDR 10min average [°]","AC Takapuna WDR 1h average [°]","AC Takapuna WDR_RAW 10min average [°]","AC Takapuna WDR_RAW 1h average [°]","AC Takapuna WDR_RAW 24h average [°]","AC Takapuna WSP 10min average [m/s]","AC Takapuna WSP 1h average [m/s]","AC Takapuna WSP 24h average [m/s]","AC Takapuna WSP_RAW 10min average [m/s]","AC Takapuna WSP_RAW 1h average [m/s]","AC Takapuna WSP_RAW 24h average [m/s]"
08/08/2012,01:30,288,,288,,,5.5,,,5.5,,
08/08/2012,01:40,293,,293,,,3.6,,,3.6,,
08/08/2012,01:50,326,,326,,,1.0,,,1.0,,
08/08/2012,02:00,338,292,338,292,,0.5,2.5,,0.5,2.5,
08/08/2012,02:10,297,,297,,,1.6,,,1.6,,
08/08/2012,02:20,294,,294,,,2.3,,,2.3,,
08/08/2012,02:30,301,,301,,,1.2,,,1.2,,
08/08/2012,02:40,293,,293,,,0.9,,,0.9,,
08/08/2012,02:50,288,,288,,,1.7,,,1.7,,
08/08/2012,03:00,286,293,286,293,,1.3,1.5,,1.3,1.5,
08/08/2012,03:10,303,,303,,,0.6,,,0.6,,
08/08/2012,03:20,298,,298,,,0.6,,,0.6,,
08/08/2012,03:30,280,,280,,,1.8,,,1.8,,
08/08/2012,03:40,274,,274,,,6.1,,,6.1,,
08/08/2012,03:50,285,,285,,,5.1,,,5.1,,
08/08/2012,04:00,297,290,297,290,,2.8,2.8,,2.8,2.8,
08/08/2012,04:10,318,,318,,,1.2,,,1.2,,
08/08/2012,04:20,350,,350,,,0.9,,,0.9,,
08/08/2012,04:30,349,,349,,,0.8,,,0.8,,
08/08/2012,04:40,307,,307,,,1.7,,,1.7,,
08/08/2012,04:50,310,,310,,,1.5,,,1.5,,
08/08/2012,05:00,311,324,311,324,,1.1,1.2,,1.1,1.2,
08/08/2012,05:10,313,,313,,,1.1,,,1.1,,
08/08/2012,05:20,339,,339,,,0.6,,,0.6,,
08/08/2012,05:30,337,,337,,,0.5,,,0.5,,
08/08/2012,05:40,312,,312,,,0.8,,,0.8,,
08/08/2012,05:50,329,,329,,,0.3,,,0.3,,
08/08/2012,06:00,5,272,5,272,,0.4,0.6,,0.4,0.6,
08/08/2012,06:10,352,,352,,,0.4,,,0.4,,
08/08/2012,06:20,10,,10,,,0.6,,,0.6,,
08/08/2012,06:30,6,,6,,,1.0,,,1.0,,
08/08/2012,06:40,8,,8,,,0.7,,,0.7,,
08/08/2012,06:50,289,,289,,,0.5,,,0.5,,
08/08/2012,07:00,285,158,285,158,,1.6,0.8,,1.6,0.8,
08/08/2012,07:10,358,,358,,,0.9,,,0.9,,
08/08/2012,07:20,24,,24,,,0.9,,,0.9,,
08/08/2012,07:30,7,,7,,,1.0,,,1.0,,
08/08/2012,07:40,3,,3,,,0.9,,,0.9,,
08/08/2012,07:50,329,,329,,,0.8,,,0.8,,
08/08/2012,08:00,300,170,300,170,,2.5,1.2,,2.5,1.2,
08/08/2012,08:10,282,,282,,,3.4,,,3.4,,
08/08/2012,08:20,295,,295,,,1.9,,,1.9,,
08/08/2012,08:30,316,,316,,,1.0,,,1.0,,
