"Table for Glen Eden Time Range: 01/01/2017 00:00 to 01/02/2017 00:00"
"Source",,,"AC Glen Eden WDR 10min average",,"AC Glen Eden WDR_RAW 10min average","AC Glen Eden WDR_RAW 1h average",,"AC Glen Eden WSP 10min average","AC Glen Eden WSP 1h average",,"AC Glen Eden WSP_RAW 10min average","AC Glen Eden WSP_RAW 1h average"
"Date","Time","AC Glen Eden WDR 10min average [°]","AC Glen Eden WDR 1h average [°]","AC Glen Eden WDR_RAW 10min average [°]","AC Glen Eden WDR_RAW 1h average [°]","AC Glen Eden WDR_RAW 24h average [°]","AC Glen Eden WSP 10min average [m/s]","AC Glen Eden WSP 1h average [m/s]","AC Glen Eden WSP 24h average [m/s]","AC Glen Eden WSP_RAW 10min average [m/s]","AC Glen Eden WSP_RAW 1h average [m/s]","AC Glen Eden WSP_RAW 24h average [m/s]"
23/01/2017,00:10,,,277,,,,,,2.4,,
23/01/2017,00:20,,,313,,,,,,2.4,,
23/01/2017,00:30,,,321,,,,,,2.4,,
23/01/2017,00:40,,,307,,,,,,2.2,,
23/01/2017,00:50,,,282,,,,,,2.3,,
23/01/2017,01:00,,,288,298,,,,,2.7,2.4,
23/01/2017,01:10,,,288,,,,,,3.1,,
23/01/2017,01:20,,,283,,,,,,2.4,,
23/01/2017,01:30,,,312,,,,,,2.5,,
23/01/2017,01:40,,,298,,,,,,1.2,,
23/01/2017,01:50,,,300,,,,,,1.9,,
23/01/2017,02:00,,,284,294,,,,,1.9,2.2,
23/01/2017,02:10,,,291,,,,,,3.1,,
23/01/2017,02:20,,,273,,,,,,2.7,,
23/01/2017,02:30,,,282,,,,,,2.6,,
23/01/2017,02:40,,,310,,,,,,1.6,,
23/01/2017,02:50,,,264,,,,,,1.5,,
23/01/2017,03:00,,,244,277,,,,,2.9,2.4,
23/01/2017,03:10,,,246,,,,,,2.9,,
23/01/2017,03:20,,,257,,,,,,3.4,,
23/01/2017,03:30,,,281,,,,,,1.8,,
23/01/2017,03:40,,,253,,,,,,1.5,,
23/01/2017,03:50,,,357,,,,,,0.9,,
23/01/2017,04:00,,,321,286,,,,,1.8,2.1,
23/01/2017,04:10,,,267,,,,,,2.4,,
23/01/2017,04:20,,,288,,,,,,1.6,,
23/01/2017,04:30,,,320,,,,,,0.9,,
23/01/2017,04:40,,,268,,,,,,1.7,,
23/01/2017,04:50,,,329,,,,,,2.3,,
23/01/2017,05:00,,,304,296,,,,,2.6,1.9,
23/01/2017,05:10,,,301,,,,,,2.3,,
23/01/2017,05:20,,,266,,,,,,1.3,,
23/01/2017,05:30,,,234,,,,,,3.3,,
23/01/2017,05:40,,,277,,,,,,3.5,,
23/01/2017,05:50,,,307,,,,,,2.7,,
23/01/2017,06:00,,,251,273,,,,,2.7,2.6,
23/01/2017,06:10,,,246,,,,,,2.9,,
23/01/2017,06:20,,,247,,,,,,2.5,,
23/01/2017,06:30,,,236,,,,,,1.4,,
23/01/2017,06:40,,,357,,,,,,1.4,,
23/01/2017,06:50,,,349,,,,,,1.3,,
23/01/2017,07:00,,,321,293,,,,,2.5,2.0,
23/01/2017,07:10,,,256,,,,,,2.9,,
23/01/2017,07:20,,,236,,,,,,2.4,,
23/01/2017,07:30,,,270,,,,,,2.1,,
23/01/2017,07:40,,,290,,,,,,1.7,,
23/01/2017,07:50,,,272,,,,,,3.4,,
23/01/2017,08:00,,,242,261,,,,,3.6,2.7,
23/01/2017,08:10,,,243,,,,,,3.7,,
23/01/2017,08:20,,,274,,,,,,4.2,,
23/01/2017,08:30,,,262,,,,,,4.5,,
23/01/2017,08:40,,,254,,,,,,4.4,,
23/01/2017,08:50,,,258,,,,,,4.1,,
23/01/2017,09:00,,,279,262,,,,,6.4,4.5,
23/01/2017,09:10,,,260,,,,,,5.3,,
23/01/2017,09:20,,,286,,,,,,4.8,,
23/01/2017,09:30,,,258,,,,,,5.1,,
23/01/2017,09:40,,,253,,,,,,5.0,,
23/01/2017,09:50,,,265,,,,,,4.8,,
23/01/2017,10:00,,,256,263,,,,,5.6,5.1,
23/01/2017,10:10,,,254,,,,,,3.6,,
23/01/2017,10:20,,,265,,,,,,4.6,,
23/01/2017,10:30,,,267,,,,,,4.1,,
23/01/2017,10:40,,,265,,,,,,4.5,,
23/01/2017,10:50,,,252,,,,,,3.7,,
23/01/2017,11:00,,,269,262,,,,,5.3,4.3,
23/01/2017,11:10,,,273,,,,,,5.2,,
23/01/2017,11:20,,,276,,,,,,5.7,,
23/01/2017,11:30,,,263,,,,,,5.5,,
23/01/2017,11:40,,,270,,,,,,5.1,,
23/01/2017,11:50,,,270,,,,,,4.8,,
23/01/2017,12:00,,,259,269,,,,,4.6,5.2,
23/01/2017,12:10,,,265,,,,,,4.6,,
23/01/2017,12:20,,,249,,,,,,6.2,,
23/01/2017,12:30,,,275,,,,,,5.7,,
23/01/2017,12:40,,,266,,,,,,4.9,,
23/01/2017,12:50,,,268,,,,,,4.9,,
23/01/2017,13:00,,,266,265,,,,,5.2,5.2,
23/01/2017,13:10,,,249,,,,,,5.6,,
23/01/2017,13:20,,,278,,,,,,5.3,,
23/01/2017,13:30,,,262,,,,,,5.3,,
23/01/2017,13:40,,,272,,,,,,5.0,,
23/01/2017,13:50,,,240,,,,,,5.5,,
23/01/2017,14:00,,,268,262,,,,,3.8,5.1,
23/01/2017,14:10,,,249,,,,,,4.2,,
23/01/2017,14:20,,,239,,,,,,5.0,,
23/01/2017,14:30,,,224,,,,,,4.4,,
23/01/2017,14:40,,,230,,,,,,5.1,,
23/01/2017,14:50,,,228,,,,,,5.1,,
23/01/2017,15:00,,,222,232,,,,,5.8,4.9,
23/01/2017,15:10,,,241,,,,,,3.2,,
23/01/2017,15:20,,,237,,,,,,4.1,,
23/01/2017,15:30,,,228,,,,,,4.2,,
23/01/2017,15:40,,,255,,,,,,5.1,,
23/01/2017,15:50,,,249,,,,,,4.3,,
23/01/2017,16:00,,,240,242,,,,,4.0,4.1,
23/01/2017,16:10,,,245,,,,,,5.0,,
23/01/2017,16:20,,,247,,,,,,5.6,,
23/01/2017,16:30,,,261,,,,,,4.4,,
23/01/2017,16:40,,,237,,,,,,3.5,,
23/01/2017,16:50,,,255,,,,,,3.9,,
23/01/2017,17:00,,,230,246,,,,,3.7,4.3,
23/01/2017,17:10,,,231,,,,,,4.3,,
23/01/2017,17:20,,,233,,,,,,3.6,,
23/01/2017,17:30,,,210,,,,,,3.8,,
23/01/2017,17:40,,,220,,,,,,3.3,,
23/01/2017,17:50,,,223,,,,,,2.9,,
23/01/2017,18:00,,,220,223,,,,,2.8,3.5,
23/01/2017,18:10,,,206,,,,,,3.7,,
23/01/2017,18:20,,,212,,,,,,2.9,,
23/01/2017,18:30,,,225,,,,,,3.3,,
23/01/2017,18:40,,,234,,,,,,3.2,,
23/01/2017,18:50,,,223,,,,,,3.1,,
23/01/2017,19:00,,,215,219,,,,,3.3,3.3,
23/01/2017,19:10,,,215,,,,,,2.3,,
23/01/2017,19:20,,,241,,,,,,2.7,,
23/01/2017,19:30,,,229,,,,,,2.3,,
23/01/2017,19:40,,,219,,,,,,2.0,,
23/01/2017,19:50,,,217,,,,,,3.1,,
23/01/2017,20:00,,,220,224,,,,,3.0,2.6,
23/01/2017,20:10,,,228,,,,,,2.5,,
23/01/2017,20:20,,,238,,,,,,2.2,,
23/01/2017,20:30,,,237,,,,,,2.1,,
23/01/2017,20:40,,,225,,,,,,2.6,,
23/01/2017,20:50,,,236,,,,,,2.2,,
23/01/2017,21:00,,,236,233,,,,,2.6,2.3,
23/01/2017,21:10,,,229,,,,,,1.8,,
23/01/2017,21:20,,,240,,,,,,2.5,,
23/01/2017,21:30,,,225,,,,,,2.5,,
23/01/2017,21:40,,,229,,,,,,2.2,,
23/01/2017,21:50,,,237,,,,,,2.5,,
23/01/2017,22:00,,,236,233,,,,,2.6,2.4,
23/01/2017,22:10,,,229,,,,,,2.0,,
23/01/2017,22:20,,,230,,,,,,2.6,,
23/01/2017,22:30,,,217,,,,,,1.6,,
23/01/2017,22:40,,,246,,,,,,1.8,,
23/01/2017,22:50,,,242,,,,,,1.5,,
23/01/2017,23:00,,,248,235,,,,,1.5,1.8,
23/01/2017,23:10,,,239,,,,,,2.3,,
23/01/2017,23:20,,,221,,,,,,1.8,,
23/01/2017,23:30,,,234,,,,,,2.0,,
23/01/2017,23:40,,,239,,,,,,2.0,,
23/01/2017,23:50,,,224,,,,,,1.5,,
23/01/2017,24:00,,,224,230,257,,,,2.5,2.0,3.3
24/01/2017,00:10,,,240,,,,,,1.7,,
24/01/2017,00:20,,,243,,,,,,1.5,,
24/01/2017,00:30,,,276,,,,,,1.2,,
24/01/2017,00:40,,,284,,,,,,1.0,,
24/01/2017,00:50,,,275,,,,,,1.0,,
24/01/2017,01:00,,,242,260,,,,,2.2,1.5,
24/01/2017,01:10,,,241,,,,,,1.9,,
24/01/2017,01:20,,,241,,,,,,1.7,,
24/01/2017,01:30,,,211,,,,,,1.4,,
24/01/2017,01:40,,,243,,,,,,1.0,,
24/01/2017,01:50,,,245,,,,,,1.5,,
24/01/2017,02:00,,,240,237,,,,,1.4,1.5,
24/01/2017,02:10,,,229,,,,,,1.3,,
24/01/2017,02:20,,,239,,,,,,0.8,,
24/01/2017,02:30,,,225,,,,,,1.6,,
24/01/2017,02:40,,,246,,,,,,1.0,,
24/01/2017,02:50,,,240,,,,,,1.0,,
24/01/2017,03:00,,,261,240,,,,,1.2,1.2,
24/01/2017,03:10,,,258,,,,,,1.6,,
24/01/2017,03:20,,,234,,,,,,1.4,,
24/01/2017,03:30,,,230,,,,,,1.5,,
24/01/2017,03:40,,,248,,,,,,1.3,,
24/01/2017,03:50,,,279,,,,,,1.1,,
24/01/2017,04:00,,,253,250,,,,,1.5,1.4,
24/01/2017,04:10,,,234,,,,,,2.3,,
24/01/2017,04:20,,,242,,,,,,1.4,,
24/01/2017,04:30,,,239,,,,,,1.4,,
24/01/2017,04:40,,,210,,,,,,1.9,,
24/01/2017,04:50,,,211,,,,,,1.2,,
24/01/2017,05:00,,,211,225,,,,,0.8,1.5,
24/01/2017,05:10,,,229,,,,,,0.5,,
24/01/2017,05:20,,,13,,,,,,0.6,,
24/01/2017,05:30,,,150,,,,,,0.6,,
24/01/2017,05:40,,,248,,,,,,0.5,,
24/01/2017,05:50,,,132,,,,,,0.5,,
24/01/2017,06:00,,,152,154,,,,,0.4,0.5,
24/01/2017,06:10,,,223,,,,,,1.2,,
24/01/2017,06:20,,,235,,,,,,0.8,,
24/01/2017,06:30,,,240,,,,,,1.2,,
24/01/2017,06:40,,,237,,,,,,1.2,,
24/01/2017,06:50,,,246,,,,,,1.5,,
24/01/2017,07:00,,,246,238,,,,,1.3,1.2,
24/01/2017,07:10,,,274,,,,,,1.7,,
24/01/2017,07:20,,,322,,,,,,1.4,,
24/01/2017,07:30,,,206,,,,,,1.6,,
24/01/2017,07:40,,,197,,,,,,2.0,,
24/01/2017,07:50,,,207,,,,,,2.8,,
24/01/2017,08:00,,,191,233,,,,,2.6,2.0,
24/01/2017,08:10,,,241,,,,,,2.4,,
24/01/2017,08:20,,,214,,,,,,2.6,,
24/01/2017,08:30,,,186,,,,,,2.9,,
24/01/2017,08:40,,,186,,,,,,3.3,,
24/01/2017,08:50,,,211,,,,,,2.3,,
24/01/2017,09:00,,,189,204,,,,,3.0,2.7,
24/01/2017,09:10,,,226,,,,,,2.7,,
24/01/2017,09:20,,,217,,,,,,2.6,,
24/01/2017,09:30,,,214,,,,,,2.3,,
24/01/2017,09:40,,,205,,,,,,3.3,,
24/01/2017,09:50,,,214,,,,,,3.1,,
24/01/2017,10:00,,,248,221,,,,,2.9,2.8,
24/01/2017,10:10,,,213,,,,,,2.8,,
24/01/2017,10:20,,,207,,,,,,3.3,,
24/01/2017,10:30,,,223,,,,,,3.3,,
24/01/2017,10:40,,,230,,,,,,2.3,,
24/01/2017,10:50,,,207,,,,,,2.8,,
24/01/2017,11:00,,,215,216,,,,,3.3,3.0,
24/01/2017,11:10,,,201,,,,,,3.5,,
24/01/2017,11:20,,,207,,,,,,3.3,,
24/01/2017,11:30,,,199,,,,,,3.0,,
24/01/2017,11:40,,,186,,,,,,3.8,,
24/01/2017,11:50,,,210,,,,,,2.7,,
24/01/2017,12:00,,,198,200,,,,,3.4,3.3,
24/01/2017,12:10,,,189,,,,,,3.8,,
24/01/2017,12:20,,,180,,,,,,3.8,,
24/01/2017,12:30,,,183,,,,,,3.8,,
24/01/2017,12:40,,,207,,,,,,3.1,,
24/01/2017,12:50,,,181,,,,,,3.4,,
24/01/2017,13:00,,,172,185,,,,,4.4,3.7,
24/01/2017,13:10,,,173,,,,,,3.9,,
24/01/2017,13:20,,,187,,,,,,3.8,,
24/01/2017,13:30,,,167,,,,,,4.8,,
24/01/2017,13:40,,,181,,,,,,4.4,,
24/01/2017,13:50,,,180,,,,,,4.1,,
24/01/2017,14:00,,,176,177,,,,,3.8,4.1,
24/01/2017,14:10,,,189,,,,,,3.9,,
24/01/2017,14:20,,,190,,,,,,3.9,,
24/01/2017,14:30,,,198,,,,,,3.7,,
24/01/2017,14:40,,,189,,,,,,3.6,,
24/01/2017,14:50,,,177,,,,,,4.1,,
24/01/2017,15:00,,,186,188,,,,,4.0,3.9,
24/01/2017,15:10,,,189,,,,,,3.6,,
24/01/2017,15:20,,,191,,,,,,3.7,,
24/01/2017,15:30,,,207,,,,,,4.0,,
24/01/2017,15:40,,,200,,,,,,3.8,,
24/01/2017,15:50,,,201,,,,,,4.2,,
24/01/2017,16:00,,,191,197,,,,,4.0,3.9,
24/01/2017,16:10,,,192,,,,,,3.7,,
24/01/2017,16:20,,,189,,,,,,4.0,,
24/01/2017,16:30,,,200,,,,,,3.9,,
24/01/2017,16:40,,,197,,,,,,3.9,,
24/01/2017,16:50,,,189,,,,,,4.2,,
24/01/2017,17:00,,,183,192,,,,,4.1,4.0,
24/01/2017,17:10,,,208,,,,,,3.8,,
24/01/2017,17:20,,,188,,,,,,3.0,,
24/01/2017,17:30,,,180,,,,,,3.2,,
24/01/2017,17:40,,,187,,,,,,3.8,,
24/01/2017,17:50,,,191,,,,,,3.2,,
24/01/2017,18:00,,,187,190,,,,,3.4,3.4,
24/01/2017,18:10,,,187,,,,,,3.2,,
24/01/2017,18:20,,,190,,,,,,3.1,,
24/01/2017,18:30,,,197,,,,,,2.7,,
24/01/2017,18:40,,,186,,,,,,2.8,,
24/01/2017,18:50,,,192,,,,,,3.4,,
24/01/2017,19:00,,,193,191,,,,,2.1,2.9,
24/01/2017,19:10,,,199,,,,,,1.7,,
24/01/2017,19:20,,,215,,,,,,2.1,,
24/01/2017,19:30,,,216,,,,,,2.2,,
24/01/2017,19:40,,,217,,,,,,2.1,,
24/01/2017,19:50,,,210,,,,,,2.0,,
24/01/2017,20:00,,,216,212,,,,,2.3,2.1,
24/01/2017,20:10,,,209,,,,,,1.4,,
24/01/2017,20:20,,,213,,,,,,1.2,,
24/01/2017,20:30,,,215,,,,,,1.4,,
24/01/2017,20:40,,,209,,,,,,1.6,,
24/01/2017,20:50,,,210,,,,,,1.6,,
24/01/2017,21:00,,,261,220,,,,,1.0,1.4,
24/01/2017,21:10,,,312,,,,,,0.7,,
24/01/2017,21:20,,,293,,,,,,0.6,,
24/01/2017,21:30,,,321,,,,,,0.6,,
24/01/2017,21:40,,,345,,,,,,0.4,,
24/01/2017,21:50,,,269,,,,,,0.4,,
24/01/2017,22:00,,,280,303,,,,,0.5,0.5,
24/01/2017,22:10,,,297,,,,,,0.3,,
24/01/2017,22:20,,,2,,,,,,0.5,,
24/01/2017,22:30,,,332,,,,,,0.4,,
24/01/2017,22:40,,,349,,,,,,0.6,,
24/01/2017,22:50,,,312,,,,,,0.7,,
24/01/2017,23:00,,,12,218,,,,,0.9,0.6,
24/01/2017,23:10,,,357,,,,,,0.3,,
24/01/2017,23:20,,,163,,,,,,0.4,,
24/01/2017,23:30,,,63,,,,,,0.7,,
24/01/2017,23:40,,,293,,,,,,0.7,,
24/01/2017,23:50,,,249,,,,,,0.8,,
24/01/2017,24:00,,,222,225,216,,,,0.7,0.6,2.2
25/01/2017,00:10,,,208,,,,,,0.6,,
25/01/2017,00:20,,,52,,,,,,0.4,,
25/01/2017,00:30,,,184,,,,,,0.2,,
25/01/2017,00:40,,,27,,,,,,0.2,,
25/01/2017,00:50,,,280,,,,,,0.4,,
25/01/2017,01:00,,,253,167,,,,,0.6,0.4,
25/01/2017,01:10,,,196,,,,,,0.3,,
25/01/2017,01:20,,,114,,,,,,0.4,,
25/01/2017,01:30,,,255,,,,,,0.3,,
25/01/2017,01:40,,,247,,,,,,0.3,,
25/01/2017,01:50,,,173,,,,,,0.4,,
25/01/2017,02:00,,,161,191,,,,,0.3,0.3,
25/01/2017,02:10,,,132,,,,,,0.3,,
25/01/2017,02:20,,,137,,,,,,0.4,,
25/01/2017,02:30,,,112,,,,,,0.5,,
25/01/2017,02:40,,,135,,,,,,0.7,,
25/01/2017,02:50,,,181,,,,,,1.0,,
25/01/2017,03:00,,,66,127,,,,,0.5,0.5,
25/01/2017,03:10,,,294,,,,,,0.6,,
25/01/2017,03:20,,,84,,,,,,0.3,,
25/01/2017,03:30,,,321,,,,,,0.3,,
25/01/2017,03:40,,,217,,,,,,0.4,,
25/01/2017,03:50,,,111,,,,,,0.4,,
25/01/2017,04:00,,,24,175,,,,,0.4,0.4,
25/01/2017,04:10,,,303,,,,,,0.8,,
25/01/2017,04:20,,,272,,,,,,0.6,,
25/01/2017,04:30,,,105,,,,,,0.6,,
25/01/2017,04:40,,,215,,,,,,0.8,,
25/01/2017,04:50,,,144,,,,,,0.7,,
25/01/2017,05:00,,,238,213,,,,,0.8,0.7,
25/01/2017,05:10,,,297,,,,,,0.5,,
25/01/2017,05:20,,,215,,,,,,0.4,,
25/01/2017,05:30,,,110,,,,,,0.5,,
25/01/2017,05:40,,,156,,,,,,0.5,,
25/01/2017,05:50,,,98,,,,,,0.8,,
25/01/2017,06:00,,,299,196,,,,,0.9,0.6,
25/01/2017,06:10,,,0,,,,,,0.6,,
25/01/2017,06:20,,,347,,,,,,0.8,,
25/01/2017,06:30,,,304,,,,,,0.7,,
25/01/2017,06:40,,,341,,,,,,1.1,,
25/01/2017,06:50,,,329,,,,,,1.8,,
25/01/2017,07:00,,,325,274,,,,,1.3,1.1,
25/01/2017,07:10,,,308,,,,,,1.9,,
25/01/2017,07:20,,,327,,,,,,2.4,,
25/01/2017,07:30,,,346,,,,,,2.1,,
25/01/2017,07:40,,,351,,,,,,1.8,,
25/01/2017,07:50,,,338,,,,,,2.3,,
25/01/2017,08:00,,,327,333,,,,,2.7,2.2,
25/01/2017,08:10,,,330,,,,,,3.0,,
25/01/2017,08:20,,,323,,,,,,2.8,,
25/01/2017,08:30,,,347,,,,,,2.1,,
25/01/2017,08:40,,,338,,,,,,2.6,,
25/01/2017,08:50,,,336,,,,,,3.1,,
25/01/2017,09:00,,,341,336,,,,,1.5,2.5,
25/01/2017,09:10,,,327,,,,,,0.6,,
25/01/2017,09:20,,,330,,,,,,1.3,,
25/01/2017,09:30,,,283,,,,,,1.5,,
25/01/2017,09:40,,,303,,,,,,1.8,,
25/01/2017,09:50,,,323,,,,,,2.6,,
25/01/2017,10:00,,,323,315,,,,,3.3,1.9,
25/01/2017,10:10,,,330,,,,,,3.6,,
25/01/2017,10:20,,,312,,,,,,3.5,,
25/01/2017,10:30,,,319,,,,,,3.8,,
25/01/2017,10:40,,,331,,,,,,4.5,,
25/01/2017,10:50,,,322,,,,,,4.0,,
25/01/2017,11:00,,,306,320,,,,,3.9,3.9,
25/01/2017,11:10,,,303,,,,,,3.4,,
25/01/2017,11:20,,,323,,,,,,3.9,,
25/01/2017,11:30,,,332,,,,,,4.5,,
25/01/2017,11:40,,,325,,,,,,4.3,,
25/01/2017,11:50,,,314,,,,,,3.9,,
25/01/2017,12:00,,,311,318,,,,,4.4,4.1,
25/01/2017,12:10,,,318,,,,,,4.2,,
25/01/2017,12:20,,,326,,,,,,4.7,,
25/01/2017,12:30,,,322,,,,,,4.6,,
25/01/2017,12:40,,,304,,,,,,4.4,,
25/01/2017,12:50,,,322,,,,,,5.4,,
25/01/2017,13:00,,,316,318,,,,,6.5,5.0,
25/01/2017,13:10,,,305,,,,,,6.7,,
25/01/2017,13:20,,,320,,,,,,6.1,,
25/01/2017,13:30,,,312,,,,,,6.1,,
25/01/2017,13:40,,,314,,,,,,5.9,,
25/01/2017,13:50,,,310,,,,,,6.0,,
25/01/2017,14:00,,,313,312,,,,,6.1,6.1,
25/01/2017,14:10,,,320,,,,,,5.9,,
25/01/2017,14:20,,,315,,,,,,5.7,,
25/01/2017,14:30,,,314,,,,,,5.9,,
25/01/2017,14:40,,,325,,,,,,5.9,,
25/01/2017,14:50,,,305,,,,,,6.1,,
25/01/2017,15:00,,,306,314,,,,,6.8,6.0,
25/01/2017,15:10,,,308,,,,,,6.8,,
25/01/2017,15:20,,,302,,,,,,6.5,,
25/01/2017,15:30,,,309,,,,,,6.7,,
25/01/2017,15:40,,,320,,,,,,6.8,,
25/01/2017,15:50,,,321,,,,,,7.3,,
25/01/2017,16:00,,,313,312,,,,,6.6,6.8,
25/01/2017,16:10,,,313,,,,,,5.7,,
25/01/2017,16:20,,,320,,,,,,5.9,,
25/01/2017,16:30,,,320,,,,,,6.0,,
25/01/2017,16:40,,,323,,,,,,6.3,,
25/01/2017,16:50,,,317,,,,,,5.5,,
25/01/2017,17:00,,,320,319,,,,,5.8,5.9,
25/01/2017,17:10,,,317,,,,,,4.2,,
25/01/2017,17:20,,,327,,,,,,4.8,,
25/01/2017,17:30,,,326,,,,,,3.9,,
25/01/2017,17:40,,,323,,,,,,3.3,,
25/01/2017,17:50,,,319,,,,,,3.8,,
25/01/2017,18:00,,,327,323,,,,,3.1,3.8,
25/01/2017,18:10,,,317,,,,,,4.3,,
25/01/2017,18:20,,,312,,,,,,4.5,,
25/01/2017,18:30,,,312,,,,,,4.9,,
25/01/2017,18:40,,,310,,,,,,3.7,,
25/01/2017,18:50,,,316,,,,,,2.6,,
25/01/2017,19:00,,,222,298,,,,,2.1,3.7,
25/01/2017,19:10,,,197,,,,,,5.1,,
25/01/2017,19:20,,,213,,,,,,4.0,,
25/01/2017,19:30,,,209,,,,,,4.2,,
25/01/2017,19:40,,,204,,,,,,3.4,,
25/01/2017,19:50,,,206,,,,,,3.3,,
25/01/2017,20:00,,,216,207,,,,,3.1,3.8,
25/01/2017,20:10,,,192,,,,,,2.4,,
25/01/2017,20:20,,,216,,,,,,2.8,,
25/01/2017,20:30,,,208,,,,,,3.2,,
25/01/2017,20:40,,,206,,,,,,2.7,,
25/01/2017,20:50,,,200,,,,,,2.6,,
25/01/2017,21:00,,,212,206,,,,,2.4,2.7,
25/01/2017,21:10,,,219,,,,,,2.6,,
25/01/2017,21:20,,,224,,,,,,3.2,,
25/01/2017,21:30,,,215,,,,,,2.4,,
25/01/2017,21:40,,,221,,,,,,1.8,,
25/01/2017,21:50,,,207,,,,,,2.0,,
25/01/2017,22:00,,,197,214,,,,,2.0,2.3,
25/01/2017,22:10,,,208,,,,,,1.6,,
25/01/2017,22:20,,,227,,,,,,2.1,,
25/01/2017,22:30,,,218,,,,,,1.0,,
25/01/2017,22:40,,,214,,,,,,2.0,,
25/01/2017,22:50,,,227,,,,,,1.3,,
25/01/2017,23:00,,,212,218,,,,,1.6,1.6,
25/01/2017,23:10,,,214,,,,,,1.9,,
25/01/2017,23:20,,,226,,,,,,2.2,,
25/01/2017,23:30,,,237,,,,,,1.4,,
25/01/2017,23:40,,,265,,,,,,1.6,,
25/01/2017,23:50,,,247,,,,,,2.4,,
25/01/2017,24:00,,,252,240,260,,,,2.0,1.9,2.8
26/01/2017,00:10,,,252,,,,,,2.6,,
26/01/2017,00:20,,,243,,,,,,2.8,,
26/01/2017,00:30,,,246,,,,,,3.6,,
26/01/2017,00:40,,,234,,,,,,3.3,,
26/01/2017,00:50,,,235,,,,,,4.1,,
26/01/2017,01:00,,,238,241,,,,,3.6,3.4,
26/01/2017,01:10,,,247,,,,,,3.4,,
26/01/2017,01:20,,,245,,,,,,3.8,,
26/01/2017,01:30,,,251,,,,,,3.8,,
26/01/2017,01:40,,,251,,,,,,3.6,,
26/01/2017,01:50,,,239,,,,,,3.5,,
26/01/2017,02:00,,,224,243,,,,,3.4,3.6,
26/01/2017,02:10,,,233,,,,,,2.9,,
26/01/2017,02:20,,,238,,,,,,2.2,,
26/01/2017,02:30,,,222,,,,,,1.8,,
26/01/2017,02:40,,,248,,,,,,1.9,,
26/01/2017,02:50,,,292,,,,,,1.3,,
26/01/2017,03:00,,,258,248,,,,,2.0,2.0,
26/01/2017,03:10,,,249,,,,,,1.6,,
26/01/2017,03:20,,,256,,,,,,1.2,,
26/01/2017,03:30,,,245,,,,,,0.8,,
26/01/2017,03:40,,,252,,,,,,1.3,,
26/01/2017,03:50,,,340,,,,,,0.8,,
26/01/2017,04:00,,,240,264,,,,,1.5,1.2,
26/01/2017,04:10,,,238,,,,,,1.4,,
26/01/2017,04:20,,,268,,,,,,1.2,,
26/01/2017,04:30,,,246,,,,,,1.1,,
26/01/2017,04:40,,,260,,,,,,1.8,,
26/01/2017,04:50,,,255,,,,,,0.5,,
26/01/2017,05:00,,,215,247,,,,,0.8,1.1,
26/01/2017,05:10,,,232,,,,,,1.9,,
26/01/2017,05:20,,,229,,,,,,2.4,,
26/01/2017,05:30,,,227,,,,,,2.6,,
26/01/2017,05:40,,,227,,,,,,2.3,,
26/01/2017,05:50,,,225,,,,,,2.4,,
26/01/2017,06:00,,,226,227,,,,,2.9,2.4,
26/01/2017,06:10,,,227,,,,,,2.3,,
26/01/2017,06:20,,,184,,,,,,2.1,,
26/01/2017,06:30,,,211,,,,,,2.0,,
26/01/2017,06:40,,,223,,,,,,1.7,,
26/01/2017,06:50,,,217,,,,,,2.3,,
26/01/2017,07:00,,,217,213,,,,,2.5,2.2,
26/01/2017,07:10,,,211,,,,,,2.2,,
26/01/2017,07:20,,,201,,,,,,2.6,,
26/01/2017,07:30,,,197,,,,,,2.4,,
26/01/2017,07:40,,,197,,,,,,3.2,,
26/01/2017,07:50,,,191,,,,,,3.6,,
26/01/2017,08:00,,,188,198,,,,,2.6,2.8,
26/01/2017,08:10,,,218,,,,,,3.7,,
26/01/2017,08:20,,,232,,,,,,3.9,,
26/01/2017,08:30,,,230,,,,,,3.5,,
26/01/2017,08:40,,,221,,,,,,3.3,,
26/01/2017,08:50,,,226,,,,,,3.3,,
26/01/2017,09:00,,,200,221,,,,,4.2,3.7,
26/01/2017,09:10,,,226,,,,,,4.2,,
26/01/2017,09:20,,,212,,,,,,3.3,,
26/01/2017,09:30,,,190,,,,,,4.0,,
26/01/2017,09:40,,,200,,,,,,3.9,,
26/01/2017,09:50,,,218,,,,,,3.4,,
26/01/2017,10:00,,,204,208,,,,,4.1,3.8,
26/01/2017,10:10,,,209,,,,,,3.5,,
26/01/2017,10:20,,,189,,,,,,4.6,,
26/01/2017,10:30,,,195,,,,,,4.1,,
26/01/2017,10:40,,,184,,,,,,4.6,,
26/01/2017,10:50,,,215,,,,,,4.2,,
26/01/2017,11:00,,,198,198,,,,,4.6,4.3,
26/01/2017,11:10,,,227,,,,,,4.7,,
26/01/2017,11:20,,,205,,,,,,3.8,,
26/01/2017,11:30,,,227,,,,,,4.3,,
26/01/2017,11:40,,,218,,,,,,4.1,,
26/01/2017,11:50,,,210,,,,,,4.1,,
26/01/2017,12:00,,,209,216,,,,,4.2,4.2,
26/01/2017,12:10,,,195,,,,,,4.7,,
26/01/2017,12:20,,,202,,,,,,3.8,,
26/01/2017,12:30,,,204,,,,,,4.4,,
26/01/2017,12:40,,,197,,,,,,4.0,,
